"name"	"references_link"	"references_type"	"references_resource"	"references_id"	"references_annotatorClassName"	"description"	"bloodBrainBarrier"	"brandNames"	"synonyms"	"id"	"targets_name"	"targets_targetParticipants_link"	"targets_targetParticipants_type"	"targets_targetParticipants_resource"	"targets_targetParticipants_id"	"targets_targetParticipants_annotatorClassName"
"Dasatinib"	NA	"DRUGBANK"	"DB01254"	0	""	"Dasatinib is an oral dual BCR/ABL and Src family tyrosine kinase inhibitor approved for use in patients with chronic myelogenous leukemia (CML). The main targets of Dasatinib, are BCRABL, SRC, Ephrins and GFR."	"N/A"	""	"N-(2-CHLORO-6-methylphenyl)-2-({6-[4-(2-hydroxyethyl)piperazin-1-yl]-2-methylpyrimidin-4-yl}amino)-1,3-thiazole-5-carboxamide|Dasatinib|BMS dasatinib|anh. dasatinib|Dasatinib anhydrous|Anhydrous dasatinib|dasatinib (anhydrous)|Dasatinib (anh.)|Dasatinibum"	"Dasatinib"	"Tyrosine-protein kinase BTK"	NA	"HGNC_SYMBOL"	"BTK"	0	""
"Dasatinib"	NA	"DRUGBANK"	"DB01254"	0	""	"Dasatinib is an oral dual BCR/ABL and Src family tyrosine kinase inhibitor approved for use in patients with chronic myelogenous leukemia (CML). The main targets of Dasatinib, are BCRABL, SRC, Ephrins and GFR."	"N/A"	""	"N-(2-CHLORO-6-methylphenyl)-2-({6-[4-(2-hydroxyethyl)piperazin-1-yl]-2-methylpyrimidin-4-yl}amino)-1,3-thiazole-5-carboxamide|Dasatinib|BMS dasatinib|anh. dasatinib|Dasatinib anhydrous|Anhydrous dasatinib|dasatinib (anhydrous)|Dasatinib (anh.)|Dasatinibum"	"Dasatinib"	"Nuclear receptor subfamily 4 group A member 3"	NA	"HGNC_SYMBOL"	"NR4A3"	0	""
"Dasatinib"	NA	"DRUGBANK"	"DB01254"	0	""	"Dasatinib is an oral dual BCR/ABL and Src family tyrosine kinase inhibitor approved for use in patients with chronic myelogenous leukemia (CML). The main targets of Dasatinib, are BCRABL, SRC, Ephrins and GFR."	"N/A"	""	"N-(2-CHLORO-6-methylphenyl)-2-({6-[4-(2-hydroxyethyl)piperazin-1-yl]-2-methylpyrimidin-4-yl}amino)-1,3-thiazole-5-carboxamide|Dasatinib|BMS dasatinib|anh. dasatinib|Dasatinib anhydrous|Anhydrous dasatinib|dasatinib (anhydrous)|Dasatinib (anh.)|Dasatinibum"	"Dasatinib"	"Breakpoint cluster region protein"	NA	"HGNC_SYMBOL"	"BCR"	0	""
"Dasatinib"	NA	"DRUGBANK"	"DB01254"	0	""	"Dasatinib is an oral dual BCR/ABL and Src family tyrosine kinase inhibitor approved for use in patients with chronic myelogenous leukemia (CML). The main targets of Dasatinib, are BCRABL, SRC, Ephrins and GFR."	"N/A"	""	"N-(2-CHLORO-6-methylphenyl)-2-({6-[4-(2-hydroxyethyl)piperazin-1-yl]-2-methylpyrimidin-4-yl}amino)-1,3-thiazole-5-carboxamide|Dasatinib|BMS dasatinib|anh. dasatinib|Dasatinib anhydrous|Anhydrous dasatinib|dasatinib (anhydrous)|Dasatinib (anh.)|Dasatinibum"	"Dasatinib"	"Tyrosine-protein kinase CSK"	NA	"HGNC_SYMBOL"	"CSK"	0	""
"Dasatinib"	NA	"DRUGBANK"	"DB01254"	0	""	"Dasatinib is an oral dual BCR/ABL and Src family tyrosine kinase inhibitor approved for use in patients with chronic myelogenous leukemia (CML). The main targets of Dasatinib, are BCRABL, SRC, Ephrins and GFR."	"N/A"	""	"N-(2-CHLORO-6-methylphenyl)-2-({6-[4-(2-hydroxyethyl)piperazin-1-yl]-2-methylpyrimidin-4-yl}amino)-1,3-thiazole-5-carboxamide|Dasatinib|BMS dasatinib|anh. dasatinib|Dasatinib anhydrous|Anhydrous dasatinib|dasatinib (anhydrous)|Dasatinib (anh.)|Dasatinibum"	"Dasatinib"	"Ephrin type-A receptor 5"	NA	"HGNC_SYMBOL"	"EPHA5"	0	""
"Dasatinib"	NA	"DRUGBANK"	"DB01254"	0	""	"Dasatinib is an oral dual BCR/ABL and Src family tyrosine kinase inhibitor approved for use in patients with chronic myelogenous leukemia (CML). The main targets of Dasatinib, are BCRABL, SRC, Ephrins and GFR."	"N/A"	""	"N-(2-CHLORO-6-methylphenyl)-2-({6-[4-(2-hydroxyethyl)piperazin-1-yl]-2-methylpyrimidin-4-yl}amino)-1,3-thiazole-5-carboxamide|Dasatinib|BMS dasatinib|anh. dasatinib|Dasatinib anhydrous|Anhydrous dasatinib|dasatinib (anhydrous)|Dasatinib (anh.)|Dasatinibum"	"Dasatinib"	"Ephrin type-B receptor 4"	NA	"HGNC_SYMBOL"	"EPHB4"	0	""
"Dasatinib"	NA	"DRUGBANK"	"DB01254"	0	""	"Dasatinib is an oral dual BCR/ABL and Src family tyrosine kinase inhibitor approved for use in patients with chronic myelogenous leukemia (CML). The main targets of Dasatinib, are BCRABL, SRC, Ephrins and GFR."	"N/A"	""	"N-(2-CHLORO-6-methylphenyl)-2-({6-[4-(2-hydroxyethyl)piperazin-1-yl]-2-methylpyrimidin-4-yl}amino)-1,3-thiazole-5-carboxamide|Dasatinib|BMS dasatinib|anh. dasatinib|Dasatinib anhydrous|Anhydrous dasatinib|dasatinib (anhydrous)|Dasatinib (anh.)|Dasatinibum"	"Dasatinib"	"Tyrosine-protein kinase Fgr"	NA	"HGNC_SYMBOL"	"FGR"	0	""
"Dasatinib"	NA	"DRUGBANK"	"DB01254"	0	""	"Dasatinib is an oral dual BCR/ABL and Src family tyrosine kinase inhibitor approved for use in patients with chronic myelogenous leukemia (CML). The main targets of Dasatinib, are BCRABL, SRC, Ephrins and GFR."	"N/A"	""	"N-(2-CHLORO-6-methylphenyl)-2-({6-[4-(2-hydroxyethyl)piperazin-1-yl]-2-methylpyrimidin-4-yl}amino)-1,3-thiazole-5-carboxamide|Dasatinib|BMS dasatinib|anh. dasatinib|Dasatinib anhydrous|Anhydrous dasatinib|dasatinib (anhydrous)|Dasatinib (anh.)|Dasatinibum"	"Dasatinib"	"Tyrosine-protein kinase FRK"	NA	"HGNC_SYMBOL"	"FRK"	0	""
"Dasatinib"	NA	"DRUGBANK"	"DB01254"	0	""	"Dasatinib is an oral dual BCR/ABL and Src family tyrosine kinase inhibitor approved for use in patients with chronic myelogenous leukemia (CML). The main targets of Dasatinib, are BCRABL, SRC, Ephrins and GFR."	"N/A"	""	"N-(2-CHLORO-6-methylphenyl)-2-({6-[4-(2-hydroxyethyl)piperazin-1-yl]-2-methylpyrimidin-4-yl}amino)-1,3-thiazole-5-carboxamide|Dasatinib|BMS dasatinib|anh. dasatinib|Dasatinib anhydrous|Anhydrous dasatinib|dasatinib (anhydrous)|Dasatinib (anh.)|Dasatinibum"	"Dasatinib"	"Heat shock cognate 71 kDa protein"	NA	"HGNC_SYMBOL"	"HSPA8"	0	""
"Dasatinib"	NA	"DRUGBANK"	"DB01254"	0	""	"Dasatinib is an oral dual BCR/ABL and Src family tyrosine kinase inhibitor approved for use in patients with chronic myelogenous leukemia (CML). The main targets of Dasatinib, are BCRABL, SRC, Ephrins and GFR."	"N/A"	""	"N-(2-CHLORO-6-methylphenyl)-2-({6-[4-(2-hydroxyethyl)piperazin-1-yl]-2-methylpyrimidin-4-yl}amino)-1,3-thiazole-5-carboxamide|Dasatinib|BMS dasatinib|anh. dasatinib|Dasatinib anhydrous|Anhydrous dasatinib|dasatinib (anhydrous)|Dasatinib (anh.)|Dasatinibum"	"Dasatinib"	"Tyrosine-protein kinase Lyn"	NA	"HGNC_SYMBOL"	"LYN"	0	""
"Dasatinib"	NA	"DRUGBANK"	"DB01254"	0	""	"Dasatinib is an oral dual BCR/ABL and Src family tyrosine kinase inhibitor approved for use in patients with chronic myelogenous leukemia (CML). The main targets of Dasatinib, are BCRABL, SRC, Ephrins and GFR."	"N/A"	""	"N-(2-CHLORO-6-methylphenyl)-2-({6-[4-(2-hydroxyethyl)piperazin-1-yl]-2-methylpyrimidin-4-yl}amino)-1,3-thiazole-5-carboxamide|Dasatinib|BMS dasatinib|anh. dasatinib|Dasatinib anhydrous|Anhydrous dasatinib|dasatinib (anhydrous)|Dasatinib (anh.)|Dasatinibum"	"Dasatinib"	"Mitogen-activated protein kinase kinase kinase MLT"	NA	"HGNC_SYMBOL"	"MAP3K20"	0	""
"Dasatinib"	NA	"DRUGBANK"	"DB01254"	0	""	"Dasatinib is an oral dual BCR/ABL and Src family tyrosine kinase inhibitor approved for use in patients with chronic myelogenous leukemia (CML). The main targets of Dasatinib, are BCRABL, SRC, Ephrins and GFR."	"N/A"	""	"N-(2-CHLORO-6-methylphenyl)-2-({6-[4-(2-hydroxyethyl)piperazin-1-yl]-2-methylpyrimidin-4-yl}amino)-1,3-thiazole-5-carboxamide|Dasatinib|BMS dasatinib|anh. dasatinib|Dasatinib anhydrous|Anhydrous dasatinib|dasatinib (anhydrous)|Dasatinib (anh.)|Dasatinibum"	"Dasatinib"	"Mitogen-activated protein kinase 14"	NA	"HGNC_SYMBOL"	"MAPK14"	0	""
"Dasatinib"	NA	"DRUGBANK"	"DB01254"	0	""	"Dasatinib is an oral dual BCR/ABL and Src family tyrosine kinase inhibitor approved for use in patients with chronic myelogenous leukemia (CML). The main targets of Dasatinib, are BCRABL, SRC, Ephrins and GFR."	"N/A"	""	"N-(2-CHLORO-6-methylphenyl)-2-({6-[4-(2-hydroxyethyl)piperazin-1-yl]-2-methylpyrimidin-4-yl}amino)-1,3-thiazole-5-carboxamide|Dasatinib|BMS dasatinib|anh. dasatinib|Dasatinib anhydrous|Anhydrous dasatinib|dasatinib (anhydrous)|Dasatinib (anh.)|Dasatinibum"	"Dasatinib"	"Amidophosphoribosyltransferase"	NA	"HGNC_SYMBOL"	"PPAT"	0	""
"ENMD-981693"	NA	"CHEMBL_COMPOUND"	"CHEMBL52885"	0	""	NA	"N/A"	""	"ENMD-2076|ENMD-2076 FREE BASE|ENMD 981693|ENMD-981693|ENMD-981693|MKC 1|MKC-1|R-440|Ro-317453|RO 31-7453|RO-31-7453"	"ENMD-981693"	"Serine/threonine-protein kinase Aurora-A"	NA	"HGNC_SYMBOL"	"AURKA"	0	""
"ENMD-981693"	NA	"CHEMBL_COMPOUND"	"CHEMBL52885"	0	""	NA	"N/A"	""	"ENMD-2076|ENMD-2076 FREE BASE|ENMD 981693|ENMD-981693|ENMD-981693|MKC 1|MKC-1|R-440|Ro-317453|RO 31-7453|RO-31-7453"	"ENMD-981693"	"Tyrosine-protein kinase receptor FLT3"	NA	"HGNC_SYMBOL"	"FLT3"	0	""
"ENMD-981693"	NA	"CHEMBL_COMPOUND"	"CHEMBL52885"	0	""	NA	"N/A"	""	"ENMD-2076|ENMD-2076 FREE BASE|ENMD 981693|ENMD-981693|ENMD-981693|MKC 1|MKC-1|R-440|Ro-317453|RO 31-7453|RO-31-7453"	"ENMD-981693"	"SRC"	NA	"HGNC_SYMBOL"	"FYN"	0	""
"ENMD-981693"	NA	"CHEMBL_COMPOUND"	"CHEMBL52885"	0	""	NA	"N/A"	""	"ENMD-2076|ENMD-2076 FREE BASE|ENMD 981693|ENMD-981693|ENMD-981693|MKC 1|MKC-1|R-440|Ro-317453|RO 31-7453|RO-31-7453"	"ENMD-981693"	"SRC"	NA	"HGNC_SYMBOL"	"SRC"	0	""
"ENMD-981693"	NA	"CHEMBL_COMPOUND"	"CHEMBL52885"	0	""	NA	"N/A"	""	"ENMD-2076|ENMD-2076 FREE BASE|ENMD 981693|ENMD-981693|ENMD-981693|MKC 1|MKC-1|R-440|Ro-317453|RO 31-7453|RO-31-7453"	"ENMD-981693"	"SRC"	NA	"HGNC_SYMBOL"	"LCK"	0	""
"ENMD-981693"	NA	"CHEMBL_COMPOUND"	"CHEMBL52885"	0	""	NA	"N/A"	""	"ENMD-2076|ENMD-2076 FREE BASE|ENMD 981693|ENMD-981693|ENMD-981693|MKC 1|MKC-1|R-440|Ro-317453|RO 31-7453|RO-31-7453"	"ENMD-981693"	"SRC"	NA	"HGNC_SYMBOL"	"YES1"	0	""
"ENMD-981693"	NA	"CHEMBL_COMPOUND"	"CHEMBL52885"	0	""	NA	"N/A"	""	"ENMD-2076|ENMD-2076 FREE BASE|ENMD 981693|ENMD-981693|ENMD-981693|MKC 1|MKC-1|R-440|Ro-317453|RO 31-7453|RO-31-7453"	"ENMD-981693"	"SRC"	NA	"HGNC_SYMBOL"	"BLK"	0	""
"ENMD-981693"	NA	"CHEMBL_COMPOUND"	"CHEMBL52885"	0	""	NA	"N/A"	""	"ENMD-2076|ENMD-2076 FREE BASE|ENMD 981693|ENMD-981693|ENMD-981693|MKC 1|MKC-1|R-440|Ro-317453|RO 31-7453|RO-31-7453"	"ENMD-981693"	"SRC"	NA	"HGNC_SYMBOL"	"HCK"	0	""
"ENMD-981693"	NA	"CHEMBL_COMPOUND"	"CHEMBL52885"	0	""	NA	"N/A"	""	"ENMD-2076|ENMD-2076 FREE BASE|ENMD 981693|ENMD-981693|ENMD-981693|MKC 1|MKC-1|R-440|Ro-317453|RO 31-7453|RO-31-7453"	"ENMD-981693"	"SRC"	NA	"HGNC_SYMBOL"	"LYN"	0	""
"ENMD-981693"	NA	"CHEMBL_COMPOUND"	"CHEMBL52885"	0	""	NA	"N/A"	""	"ENMD-2076|ENMD-2076 FREE BASE|ENMD 981693|ENMD-981693|ENMD-981693|MKC 1|MKC-1|R-440|Ro-317453|RO 31-7453|RO-31-7453"	"ENMD-981693"	"SRC"	NA	"HGNC_SYMBOL"	"FRK"	0	""
"ENMD-981693"	NA	"CHEMBL_COMPOUND"	"CHEMBL52885"	0	""	NA	"N/A"	""	"ENMD-2076|ENMD-2076 FREE BASE|ENMD 981693|ENMD-981693|ENMD-981693|MKC 1|MKC-1|R-440|Ro-317453|RO 31-7453|RO-31-7453"	"ENMD-981693"	"SRC"	NA	"HGNC_SYMBOL"	"FGR"	0	""
"ENMD-981693"	NA	"CHEMBL_COMPOUND"	"CHEMBL52885"	0	""	NA	"N/A"	""	"ENMD-2076|ENMD-2076 FREE BASE|ENMD 981693|ENMD-981693|ENMD-981693|MKC 1|MKC-1|R-440|Ro-317453|RO 31-7453|RO-31-7453"	"ENMD-981693"	"SRC"	NA	"HGNC_SYMBOL"	"SRMS"	0	""
"ENMD-981693"	NA	"CHEMBL_COMPOUND"	"CHEMBL52885"	0	""	NA	"N/A"	""	"ENMD-2076|ENMD-2076 FREE BASE|ENMD 981693|ENMD-981693|ENMD-981693|MKC 1|MKC-1|R-440|Ro-317453|RO 31-7453|RO-31-7453"	"ENMD-981693"	"Vascular endothelial growth factor receptor 2"	NA	"HGNC_SYMBOL"	"KDR"	0	""
"ENMD-981693"	NA	"CHEMBL_COMPOUND"	"CHEMBL52885"	0	""	NA	"N/A"	""	"ENMD-2076|ENMD-2076 FREE BASE|ENMD 981693|ENMD-981693|ENMD-981693|MKC 1|MKC-1|R-440|Ro-317453|RO 31-7453|RO-31-7453"	"ENMD-981693"	"Fibroblast growth factor receptor"	NA	"HGNC_SYMBOL"	"FGFR3"	0	""
"ENMD-981693"	NA	"CHEMBL_COMPOUND"	"CHEMBL52885"	0	""	NA	"N/A"	""	"ENMD-2076|ENMD-2076 FREE BASE|ENMD 981693|ENMD-981693|ENMD-981693|MKC 1|MKC-1|R-440|Ro-317453|RO 31-7453|RO-31-7453"	"ENMD-981693"	"Fibroblast growth factor receptor"	NA	"HGNC_SYMBOL"	"FGFR1"	0	""
"ENMD-981693"	NA	"CHEMBL_COMPOUND"	"CHEMBL52885"	0	""	NA	"N/A"	""	"ENMD-2076|ENMD-2076 FREE BASE|ENMD 981693|ENMD-981693|ENMD-981693|MKC 1|MKC-1|R-440|Ro-317453|RO 31-7453|RO-31-7453"	"ENMD-981693"	"Fibroblast growth factor receptor"	NA	"HGNC_SYMBOL"	"FGFR4"	0	""
"ENMD-981693"	NA	"CHEMBL_COMPOUND"	"CHEMBL52885"	0	""	NA	"N/A"	""	"ENMD-2076|ENMD-2076 FREE BASE|ENMD 981693|ENMD-981693|ENMD-981693|MKC 1|MKC-1|R-440|Ro-317453|RO 31-7453|RO-31-7453"	"ENMD-981693"	"Fibroblast growth factor receptor"	NA	"HGNC_SYMBOL"	"FGFR2"	0	""
"ENMD-981693"	NA	"CHEMBL_COMPOUND"	"CHEMBL52885"	0	""	NA	"N/A"	""	"ENMD-2076|ENMD-2076 FREE BASE|ENMD 981693|ENMD-981693|ENMD-981693|MKC 1|MKC-1|R-440|Ro-317453|RO 31-7453|RO-31-7453"	"ENMD-981693"	"Platelet-derived growth factor receptor"	NA	"HGNC_SYMBOL"	"PDGFRB"	0	""
"ENMD-981693"	NA	"CHEMBL_COMPOUND"	"CHEMBL52885"	0	""	NA	"N/A"	""	"ENMD-2076|ENMD-2076 FREE BASE|ENMD 981693|ENMD-981693|ENMD-981693|MKC 1|MKC-1|R-440|Ro-317453|RO 31-7453|RO-31-7453"	"ENMD-981693"	"Platelet-derived growth factor receptor"	NA	"HGNC_SYMBOL"	"PDGFRA"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Tyrosine-protein kinase SYK"	NA	"HGNC_SYMBOL"	"SYK"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Adenosine receptor A3"	NA	"HGNC_SYMBOL"	"ADORA3"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"vesicular monoamine transporter 2 (VMAT2)"	NA	"HGNC_SYMBOL"	"VMAT2"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Fatty-acid amide hydrolase 1"	NA	"HGNC_SYMBOL"	"FAAH"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Equilibrative nucleoside transporter 1"	NA	"HGNC_SYMBOL"	"SLC29A1"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"UDP-glucuronosyltransferase 1-1"	NA	"HGNC_SYMBOL"	"UGT1A1"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"cGMP-specific 3',5'-cyclic phosphodiesterase"	NA	"HGNC_SYMBOL"	"PDE5A"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Arachidonate 5-lipoxygenase"	NA	"HGNC_SYMBOL"	"ALOX5"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Cathepsin S"	NA	"HGNC_SYMBOL"	"CTSS"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Cathepsin L1"	NA	"HGNC_SYMBOL"	"CTSL"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Tyrosine-protein kinase ABL1"	NA	"HGNC_SYMBOL"	"ABL1"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Ribosomal protein S6 kinase alpha-6"	NA	"HGNC_SYMBOL"	"RPS6KA6"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Non-receptor tyrosine-protein kinase TYK2"	NA	"HGNC_SYMBOL"	"TYK2"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Atypical kinase COQ8A, mitochondrial"	NA	"HGNC_SYMBOL"	"COQ8A"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Tyrosine-protein kinase JAK1"	NA	"HGNC_SYMBOL"	"JAK1"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Hepatocyte growth factor receptor"	NA	"HGNC_SYMBOL"	"MET"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Serine/threonine-protein kinase NIM1"	NA	"HGNC_SYMBOL"	"NIM1K"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Serine/threonine-protein kinase MST4"	NA	"HGNC_SYMBOL"	"STK26"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"cAMP-dependent protein kinase catalytic subunit alpha"	NA	"HGNC_SYMBOL"	"PRKACA"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Serine/threonine-protein kinase 24"	NA	"HGNC_SYMBOL"	"STK24"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Serine/threonine-protein kinase 3"	NA	"HGNC_SYMBOL"	"STK3"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Tyrosine-protein kinase Tec"	NA	"HGNC_SYMBOL"	"TEC"	0	""
